Core Number,CPU clock (GHz),L1 Cache Size (KB),L1 Associativity,L2 Cache Size (KB),L2 Associativity,L2 latency (cycles),Total BCE Cost
32,0.8,8,2,1024,4,2,68
32,0.8,8,2,1024,8,2,68
32,0.8,8,2,1024,16,2,68
32,0.8,8,2,1024,32,2,68
32,0.8,8,2,1024,64,3,68
32,0.8,8,2,2048,2,3,100
32,0.8,8,2,2048,4,3,100
32,0.8,8,2,2048,8,3,100
32,0.8,8,2,2048,16,3,100
32,0.8,8,2,2048,32,3,100
32,0.8,8,2,2048,64,3,100
32,0.8,8,4,1024,2,2,68
32,0.8,8,4,1024,4,2,68
32,0.8,8,4,1024,8,2,68
32,0.8,8,4,1024,16,2,68
32,0.8,8,4,1024,32,2,68
32,0.8,8,4,1024,64,3,68
32,0.8,8,4,2048,2,3,100
32,0.8,8,4,2048,4,3,100
32,0.8,8,4,2048,8,3,100
32,0.8,8,4,2048,16,3,100
32,0.8,8,4,2048,32,3,100
32,0.8,8,4,2048,64,3,100
32,0.7,8,8,1024,2,2,68
32,0.7,8,8,1024,4,2,68
32,0.7,8,8,1024,8,2,68
32,0.7,8,8,1024,16,2,68
32,0.7,8,8,1024,32,2,68
32,0.7,8,8,1024,64,2,68
32,0.7,8,8,2048,2,2,100
32,0.7,8,8,2048,4,2,100
32,0.7,8,8,2048,8,2,100
32,0.7,8,8,2048,16,2,100
32,0.7,8,8,2048,32,2,100
32,0.7,8,8,2048,64,3,100
32,0.7,8,16,1024,2,2,68
32,0.7,8,16,1024,4,2,68
32,0.7,8,16,1024,8,2,68
32,0.7,8,16,1024,16,2,68
32,0.7,8,16,1024,32,2,68
32,0.7,8,16,1024,64,2,68
32,0.7,8,16,2048,2,2,100
32,0.7,8,16,2048,4,2,100
32,0.7,8,16,2048,8,2,100
32,0.7,8,16,2048,16,2,100
32,0.7,8,16,2048,32,2,100
32,0.7,8,16,2048,64,3,100
32,0.8,16,2,1024,2,2,72
32,0.8,16,2,1024,4,2,72
32,0.8,16,2,1024,8,2,72
32,0.8,16,2,1024,16,2,72
32,0.8,16,2,1024,32,2,72
32,0.8,16,2,1024,64,3,72
32,0.8,16,2,2048,2,3,104
32,0.8,16,2,2048,4,3,104
32,0.8,16,2,2048,8,3,104
32,0.8,16,2,2048,16,3,104
32,0.8,16,2,2048,32,3,104
32,0.8,16,2,2048,64,3,104
32,0.7,16,4,1024,2,2,72
32,0.7,16,4,1024,4,2,72
32,0.7,16,4,1024,8,2,72
32,0.7,16,4,1024,16,2,72
32,0.7,16,4,1024,32,2,72
32,0.7,16,4,1024,64,2,72
32,0.7,16,4,2048,2,2,104
32,0.7,16,4,2048,4,2,104
32,0.7,16,4,2048,8,2,104
32,0.7,16,4,2048,16,2,104
32,0.7,16,4,2048,32,2,104
32,0.7,16,4,2048,64,3,104
32,0.6,16,8,1024,2,2,72
32,0.6,16,8,1024,4,2,72
32,0.6,16,8,1024,8,2,72
32,0.6,16,8,1024,16,2,72
32,0.6,16,8,1024,32,2,72
32,0.6,16,8,1024,64,2,72
32,0.6,16,8,2048,2,2,104
32,0.6,16,8,2048,4,2,104
32,0.6,16,8,2048,8,2,104
32,0.6,16,8,2048,16,2,104
32,0.6,16,8,2048,32,2,104
32,0.6,16,8,2048,64,2,104
32,0.6,16,16,1024,2,2,72
32,0.6,16,16,1024,4,2,72
32,0.6,16,16,1024,8,2,72
32,0.6,16,16,1024,16,2,72
32,0.6,16,16,1024,32,2,72
32,0.6,16,16,1024,64,2,72
32,0.6,16,16,2048,2,2,104
32,0.6,16,16,2048,4,2,104
32,0.6,16,16,2048,8,2,104
32,0.6,16,16,2048,16,2,104
32,0.6,16,16,2048,32,2,104
32,0.6,16,16,2048,64,2,104
32,0.6,16,32,1024,2,2,72
32,0.6,16,32,1024,4,2,72
32,0.6,16,32,1024,8,2,72
32,0.6,16,32,1024,16,2,72
32,0.6,16,32,1024,32,2,72
32,0.6,16,32,1024,64,2,72
32,0.6,16,32,2048,2,2,104
32,0.6,16,32,2048,4,2,104
32,0.6,16,32,2048,8,2,104
32,0.6,16,32,2048,16,2,104
32,0.6,16,32,2048,32,2,104
32,0.6,16,32,2048,64,2,104
32,0.7,32,2,1024,2,2,80
32,0.7,32,2,1024,4,2,80
32,0.7,32,2,1024,8,2,80
32,0.7,32,2,1024,16,2,80
32,0.7,32,2,1024,32,2,80
32,0.7,32,2,1024,64,2,80
32,0.7,32,2,2048,2,2,112
32,0.7,32,2,2048,4,2,112
32,0.7,32,2,2048,8,2,112
32,0.7,32,2,2048,16,2,112
32,0.7,32,2,2048,32,2,112
32,0.7,32,2,2048,64,3,112
32,0.7,32,4,1024,2,2,80
32,0.7,32,4,1024,4,2,80
32,0.7,32,4,1024,8,2,80
32,0.7,32,4,1024,16,2,80
32,0.7,32,4,1024,32,2,80
32,0.7,32,4,1024,64,2,80
32,0.7,32,4,2048,2,2,112
32,0.7,32,4,2048,4,2,112
32,0.7,32,4,2048,8,2,112
32,0.7,32,4,2048,16,2,112
32,0.7,32,4,2048,32,2,112
32,0.7,32,4,2048,64,3,112
32,0.6,32,8,1024,2,2,80
32,0.6,32,8,1024,4,2,80
32,0.6,32,8,1024,8,2,80
32,0.6,32,8,1024,16,2,80
32,0.6,32,8,1024,32,2,80
32,0.6,32,8,1024,64,2,80
32,0.6,32,8,2048,2,2,112
32,0.6,32,8,2048,4,2,112
32,0.6,32,8,2048,8,2,112
32,0.6,32,8,2048,16,2,112
32,0.6,32,8,2048,32,2,112
32,0.6,32,8,2048,64,2,112
32,0.6,32,16,1024,2,2,80
32,0.6,32,16,1024,4,2,80
32,0.6,32,16,1024,8,2,80
32,0.6,32,16,1024,16,2,80
32,0.6,32,16,1024,32,2,80
32,0.6,32,16,1024,64,2,80
32,0.6,32,16,2048,2,2,112
32,0.6,32,16,2048,4,2,112
32,0.6,32,16,2048,8,2,112
32,0.6,32,16,2048,16,2,112
32,0.6,32,16,2048,32,2,112
32,0.6,32,16,2048,64,2,112
32,0.6,32,32,1024,2,2,80
32,0.6,32,32,1024,4,2,80
32,0.6,32,32,1024,8,2,80
32,0.6,32,32,1024,16,2,80
32,0.6,32,32,1024,32,2,80
32,0.6,32,32,1024,64,2,80
32,0.6,32,32,2048,2,2,112
32,0.6,32,32,2048,4,2,112
32,0.6,32,32,2048,8,2,112
32,0.6,32,32,2048,16,2,112
32,0.6,32,32,2048,32,2,112
32,0.6,32,32,2048,64,2,112
32,0.5,32,64,1024,2,2,80
32,0.5,32,64,1024,4,2,80
32,0.5,32,64,1024,8,2,80
32,0.5,32,64,1024,16,2,80
32,0.5,32,64,1024,32,2,80
32,0.5,32,64,1024,64,2,80
32,0.5,32,64,2048,2,2,112
32,0.5,32,64,2048,4,2,112
32,0.5,32,64,2048,8,2,112
32,0.5,32,64,2048,16,2,112
32,0.5,32,64,2048,32,2,112
32,0.5,32,64,2048,64,2,112
32,0.6,64,2,1024,2,2,96
32,0.6,64,2,1024,4,2,96
32,0.6,64,2,1024,8,2,96
32,0.6,64,2,1024,16,2,96
32,0.6,64,2,1024,32,2,96
32,0.6,64,2,1024,64,2,96
32,0.6,64,2,2048,2,2,128
32,0.6,64,2,2048,4,2,128
32,0.6,64,2,2048,8,2,128
32,0.6,64,2,2048,16,2,128
32,0.6,64,2,2048,32,2,128
32,0.6,64,2,2048,64,2,128
32,0.6,64,4,1024,2,2,96
32,0.6,64,4,1024,4,2,96
32,0.6,64,4,1024,8,2,96
32,0.6,64,4,1024,16,2,96
32,0.6,64,4,1024,32,2,96
32,0.6,64,4,1024,64,2,96
32,0.6,64,4,2048,2,2,128
32,0.6,64,4,2048,4,2,128
32,0.6,64,4,2048,8,2,128
32,0.6,64,4,2048,16,2,128
32,0.6,64,4,2048,32,2,128
32,0.6,64,4,2048,64,2,128
32,0.5,64,8,1024,2,2,96
32,0.5,64,8,1024,4,2,96
32,0.5,64,8,1024,8,2,96
32,0.5,64,8,1024,16,2,96
32,0.5,64,8,1024,32,2,96
32,0.5,64,8,1024,64,2,96
32,0.5,64,8,2048,2,2,128
32,0.5,64,8,2048,4,2,128
32,0.5,64,8,2048,8,2,128
32,0.5,64,8,2048,16,2,128
32,0.5,64,8,2048,32,2,128
32,0.5,64,8,2048,64,2,128
32,0.6,64,16,1024,2,2,96
32,0.6,64,16,1024,4,2,96
32,0.6,64,16,1024,8,2,96
32,0.6,64,16,1024,16,2,96
32,0.6,64,16,1024,32,2,96
32,0.6,64,16,1024,64,2,96
32,0.6,64,16,2048,2,2,128
32,0.6,64,16,2048,4,2,128
32,0.6,64,16,2048,8,2,128
32,0.6,64,16,2048,16,2,128
32,0.6,64,16,2048,32,2,128
32,0.6,64,16,2048,64,2,128
32,0.5,64,32,1024,2,2,96
32,0.5,64,32,1024,4,2,96
32,0.5,64,32,1024,8,2,96
32,0.5,64,32,1024,16,2,96
32,0.5,64,32,1024,32,2,96
32,0.5,64,32,1024,64,2,96
32,0.5,64,32,2048,2,2,128
32,0.5,64,32,2048,4,2,128
32,0.5,64,32,2048,8,2,128
32,0.5,64,32,2048,16,2,128
32,0.5,64,32,2048,32,2,128
32,0.5,64,32,2048,64,2,128
32,0.5,64,64,1024,2,2,96
32,0.5,64,64,1024,4,2,96
32,0.5,64,64,1024,8,2,96
32,0.5,64,64,1024,16,2,96
32,0.5,64,64,1024,32,2,96
32,0.5,64,64,1024,64,2,96
32,0.5,64,64,2048,2,2,128
32,0.5,64,64,2048,4,2,128
32,0.5,64,64,2048,8,2,128
32,0.5,64,64,2048,16,2,128
32,0.5,64,64,2048,32,2,128
32,0.5,64,64,2048,64,2,128
32,0.5,128,2,1024,2,2,128
32,0.5,128,2,1024,4,2,128
32,0.5,128,2,1024,8,2,128
32,0.5,128,2,1024,16,2,128
32,0.5,128,2,1024,32,2,128
32,0.5,128,2,1024,64,2,128
32,0.5,128,4,1024,2,2,128
32,0.5,128,4,1024,4,2,128
32,0.5,128,4,1024,8,2,128
32,0.5,128,4,1024,16,2,128
32,0.5,128,4,1024,32,2,128
32,0.5,128,4,1024,64,2,128
32,0.5,128,8,1024,2,2,128
32,0.5,128,8,1024,4,2,128
32,0.5,128,8,1024,8,2,128
32,0.5,128,8,1024,16,2,128
32,0.5,128,8,1024,32,2,128
32,0.5,128,8,1024,64,2,128
32,0.5,128,16,1024,2,2,128
32,0.5,128,16,1024,4,2,128
32,0.5,128,16,1024,8,2,128
32,0.5,128,16,1024,16,2,128
32,0.5,128,16,1024,32,2,128
32,0.5,128,16,1024,64,2,128
32,0.5,128,32,1024,2,2,128
32,0.5,128,32,1024,4,2,128
32,0.5,128,32,1024,8,2,128
32,0.5,128,32,1024,16,2,128
32,0.5,128,32,1024,32,2,128
32,0.5,128,32,1024,64,2,128
32,0.5,128,64,1024,2,2,128
32,0.5,128,64,1024,4,2,128
32,0.5,128,64,1024,8,2,128
32,0.5,128,64,1024,16,2,128
32,0.5,128,64,1024,32,2,128
32,0.5,128,64,1024,64,2,128
